session_id,user_id,region,user_segment,device,variant,peak_hour,rainy_weather,basket_size,trip_distance_km,order_subtotal,delivery_fee,variable_cost,checkout_started,converted_order,cancelled_order,net_completed_order,gross_revenue,contribution_margin
PRC-00879,USR-0039,east,power_user,web,control,0,0,4,4.99,47.52,4.61,3.05,1,0,0,0,8.55,8.55
PRC-00880,USR-0040,west,price_sensitive,ios,control,0,0,5,5.24,48.4,4.26,3.25,1,0,0,0,8.71,8.71
PRC-00881,USR-0041,north,casual,android,control,0,1,1,6.11,21.77,4.94,3.09,1,1,0,1,8.86,5.77
PRC-00882,USR-0042,south,power_user,web,treatment,0,0,2,6.98,25.09,4.74,3.19,1,1,0,1,9.26,6.07
PRC-00883,USR-0043,east,price_sensitive,ios,control,1,0,3,2.0,27.29,4.28,2.59,1,0,0,0,4.91,4.91
PRC-00884,USR-0044,west,casual,android,control,1,0,4,2.44,29.89,4.2,2.84,1,1,0,1,9.58,6.74
PRC-00885,USR-0045,north,power_user,web,control,0,0,5,4.13,32.21,4.22,3.01,1,1,0,1,10.02,7.01
PRC-00886,USR-0046,south,price_sensitive,ios,control,0,0,1,4.47,35.56,4.16,2.48,1,1,0,1,10.56,8.08
PRC-00887,USR-0047,east,casual,android,control,0,0,2,5.44,38.32,4.47,2.85,1,0,0,0,6.9,6.9
PRC-00888,USR-0048,west,power_user,web,control,0,0,3,6.28,39.82,4.15,3.18,1,0,0,0,7.17,7.17
PRC-00889,USR-0049,north,price_sensitive,ios,treatment,1,1,4,6.66,45.13,5.12,4.02,1,1,0,1,13.24,9.22
PRC-00890,USR-0050,south,casual,android,control,1,0,5,2.23,47.45,4.66,2.94,1,0,0,0,8.54,8.54
PRC-00891,USR-0051,east,power_user,web,treatment,0,0,1,2.85,48.62,3.92,2.13,1,0,0,0,8.75,8.75
PRC-00892,USR-0052,west,price_sensitive,ios,control,0,0,2,3.54,20.05,3.97,2.43,1,1,0,1,7.58,5.15
PRC-00893,USR-0053,north,casual,android,treatment,0,0,3,4.06,22.92,4.25,2.69,1,1,0,1,8.38,5.69
PRC-00894,USR-0054,south,power_user,web,treatment,0,0,4,5.43,27.24,3.97,3.14,1,0,0,0,4.9,4.9
PRC-00895,USR-0055,east,price_sensitive,ios,treatment,1,0,5,6.08,31.16,4.8,3.79,1,0,0,0,5.61,5.61
PRC-00896,USR-0056,west,casual,android,treatment,1,0,1,7.03,31.61,5.44,3.4,1,1,0,1,11.13,7.73
PRC-00897,USR-0057,north,power_user,web,control,0,1,2,2.18,33.95,3.85,2.38,1,1,0,1,9.96,7.58
PRC-00898,USR-0058,south,price_sensitive,ios,control,0,0,3,3.15,38.53,4.44,2.49,1,1,1,0,6.94,6.94
PRC-00899,USR-0059,east,casual,android,treatment,0,0,4,4.12,39.71,4.35,2.86,1,0,0,0,7.15,7.15
PRC-00900,USR-0060,west,power_user,web,control,0,0,5,4.57,43.37,4.39,3.11,1,1,0,1,12.2,9.09
PRC-00901,USR-0061,north,price_sensitive,ios,control,1,0,1,5.07,47.87,5.01,2.97,1,1,1,0,8.62,8.62
PRC-00902,USR-0062,south,casual,android,treatment,1,0,2,6.37,49.19,5.59,3.4,1,1,0,1,14.44,11.04
PRC-00903,USR-0063,east,power_user,web,control,0,0,3,7.11,20.18,5.09,3.36,1,0,0,0,3.63,3.63
PRC-00904,USR-0064,west,price_sensitive,ios,treatment,0,0,4,2.25,23.59,3.65,2.45,1,0,0,0,4.25,4.25
PRC-00905,USR-0065,north,casual,android,control,0,1,5,2.8,27.54,4.16,2.97,1,0,0,0,4.96,4.96
PRC-00906,USR-0066,south,power_user,web,control,0,0,1,3.48,30.24,4.1,2.27,1,1,0,1,9.54,7.27
PRC-00907,USR-0067,east,price_sensitive,ios,treatment,1,0,2,4.32,33.71,4.74,2.95,1,1,1,0,6.07,6.07
PRC-00908,USR-0068,west,casual,android,treatment,1,0,3,5.71,35.69,5.43,3.41,1,1,0,1,11.85,8.44
PRC-00909,USR-0069,north,power_user,web,treatment,0,0,4,6.35,39.03,4.32,3.35,1,1,0,1,11.35,8.0
PRC-00910,USR-0070,south,price_sensitive,ios,control,0,0,5,6.84,40.13,5.08,3.6,1,1,0,1,12.3,8.7
PRC-00911,USR-0071,east,casual,android,control,0,0,1,2.43,44.95,4.25,2.03,1,1,1,0,8.09,8.09
PRC-00912,USR-0072,west,power_user,web,control,0,0,2,2.53,46.85,4.28,2.21,1,0,0,0,8.43,8.43
PRC-00913,USR-0073,north,price_sensitive,ios,treatment,1,1,3,3.27,50.71,4.46,3.12,1,0,0,0,9.13,9.13
PRC-00914,USR-0074,south,casual,android,treatment,1,0,4,4.06,21.37,5.27,3.19,1,1,0,1,9.12,5.93
PRC-00915,USR-0075,east,power_user,web,treatment,0,0,5,5.82,21.91,4.56,3.38,1,1,0,1,8.5,5.12
PRC-00916,USR-0076,west,price_sensitive,ios,control,0,0,1,6.12,24.96,4.68,2.85,1,1,0,1,9.17,6.32
PRC-00917,USR-0077,north,casual,android,control,0,0,2,6.69,30.82,4.37,3.12,1,1,0,1,9.92,6.8
PRC-00918,USR-0078,south,power_user,web,control,0,0,3,1.68,31.01,3.54,2.17,1,1,0,1,9.12,6.95
PRC-00919,USR-0079,east,price_sensitive,ios,treatment,1,0,4,2.72,34.22,3.87,2.9,1,1,0,1,10.03,7.13
PRC-00920,USR-0080,west,casual,android,control,1,0,5,3.19,37.26,4.77,3.15,1,1,0,1,11.48,8.33
PRC-00921,USR-0081,north,power_user,web,control,0,1,1,4.71,40.95,3.93,2.79,1,1,0,1,11.3,8.51
PRC-00922,USR-0082,south,price_sensitive,ios,control,0,0,2,5.41,44.29,4.72,2.84,1,0,0,0,7.97,7.97
PRC-00923,USR-0083,east,casual,android,treatment,0,0,3,6.48,46.19,4.7,3.23,1,0,0,0,8.31,8.31
PRC-00924,USR-0084,west,power_user,web,treatment,0,0,4,7.21,51.41,4.61,3.54,1,1,0,1,13.86,10.32
PRC-00925,USR-0085,north,price_sensitive,ios,treatment,1,0,5,2.05,20.64,4.08,2.9,1,0,0,0,3.72,3.72
PRC-00926,USR-0086,south,casual,android,control,1,0,1,2.57,22.71,4.88,2.42,1,0,0,0,4.09,4.09
PRC-00927,USR-0087,east,power_user,web,treatment,0,0,2,3.94,26.17,4.2,2.52,1,0,0,0,4.71,4.71
PRC-00928,USR-0088,west,price_sensitive,ios,treatment,0,0,3,3.94,29.29,3.58,2.67,1,1,0,1,8.85,6.18
PRC-00929,USR-0089,north,casual,android,control,0,1,4,5.43,33.29,4.08,3.39,1,1,0,1,10.07,6.68
PRC-00930,USR-0090,south,power_user,web,treatment,0,0,5,6.28,34.64,4.73,3.48,1,1,0,1,10.97,7.49
PRC-00931,USR-0091,east,price_sensitive,ios,control,1,0,1,6.96,38.57,5.77,3.38,1,1,0,1,12.71,9.33
PRC-00932,USR-0092,west,casual,android,treatment,1,0,2,2.44,41.37,4.72,2.54,1,0,0,0,7.45,7.45
PRC-00933,USR-0093,north,power_user,web,treatment,0,0,3,3.1,43.03,3.52,2.48,1,0,0,0,7.75,7.75
PRC-00934,USR-0094,south,price_sensitive,ios,treatment,0,0,4,3.81,46.8,3.54,2.79,1,0,0,0,8.42,8.42
PRC-00935,USR-0095,east,casual,android,treatment,0,0,5,5.05,48.62,3.86,3.21,1,1,0,1,12.61,9.4
PRC-00936,USR-0096,west,power_user,web,treatment,0,0,1,5.29,20.33,4.44,2.66,1,1,0,1,8.1,5.44
PRC-00937,USR-0097,north,price_sensitive,ios,treatment,1,1,2,6.26,25.06,4.22,3.63,1,1,0,1,8.73,5.1
PRC-00938,USR-0098,south,casual,android,treatment,1,0,3,6.99,26.16,5.32,3.69,1,0,0,0,4.71,4.71
PRC-00939,USR-0099,east,power_user,web,control,0,0,4,2.6,29.7,3.73,2.52,1,0,0,0,5.35,5.35
PRC-00940,USR-0100,west,price_sensitive,ios,control,0,0,5,2.71,34.04,3.56,2.7,1,1,0,1,9.69,6.99
PRC-00941,USR-0101,north,casual,android,control,0,0,1,3.45,33.95,3.94,2.26,1,1,1,0,6.11,6.11
PRC-00942,USR-0102,south,power_user,web,treatment,0,0,2,4.33,39.27,4.44,2.6,1,0,0,0,7.07,7.07
PRC-00943,USR-0103,east,price_sensitive,ios,control,1,0,3,5.17,41.76,4.86,3.29,1,1,0,1,12.38,9.09
PRC-00944,USR-0104,west,casual,android,treatment,1,0,4,6.07,44.52,5.15,3.64,1,1,0,1,13.16,9.52
PRC-00945,USR-0105,north,power_user,web,treatment,0,1,5,7.5,45.64,4.84,4.0,1,1,1,0,8.22,8.22
PRC-00946,USR-0106,south,price_sensitive,ios,control,0,0,1,2.08,50.52,3.76,1.96,1,0,0,0,9.09,9.09
PRC-00947,USR-0107,east,casual,android,control,0,0,2,2.8,21.25,3.9,2.27,1,0,0,0,3.82,3.82
PRC-00948,USR-0108,west,power_user,web,treatment,0,0,3,3.32,23.39,3.95,2.53,1,1,0,1,8.16,5.63
PRC-00949,USR-0109,north,price_sensitive,ios,control,1,0,4,4.63,25.45,4.99,3.32,1,0,0,0,4.58,4.58
PRC-00950,USR-0110,south,casual,android,control,1,0,5,5.19,29.46,5.07,3.59,1,1,0,1,10.37,6.78
PRC-00951,USR-0111,east,power_user,web,treatment,0,0,1,5.64,33.07,4.34,2.74,1,0,0,0,5.95,5.95
PRC-00952,USR-0112,west,price_sensitive,ios,control,0,0,2,7.48,36.06,5.22,3.3,1,0,0,0,6.49,6.49
PRC-00953,USR-0113,north,casual,android,control,0,1,3,2.57,36.67,3.53,2.62,1,1,0,1,10.13,7.51
PRC-00954,USR-0114,south,power_user,web,treatment,0,0,4,3.06,39.57,4.16,2.62,1,1,1,0,7.12,7.12
PRC-00955,USR-0115,east,price_sensitive,ios,control,1,0,5,3.66,44.92,4.76,3.26,1,1,0,1,12.85,9.59
PRC-00956,USR-0116,west,casual,android,control,1,0,1,4.86,48.46,4.78,2.92,1,1,0,1,13.5,10.58
PRC-00957,USR-0117,north,power_user,web,treatment,0,0,2,5.38,50.54,3.91,2.83,1,1,0,1,13.01,10.18
PRC-00958,USR-0118,south,price_sensitive,ios,control,0,0,3,6.47,22.47,4.72,3.22,1,1,0,1,8.76,5.54
PRC-00959,USR-0119,east,casual,android,treatment,0,0,4,6.63,24.88,4.2,3.41,1,1,0,1,8.68,5.27
PRC-00960,USR-0120,west,power_user,web,control,0,0,5,1.71,25.19,3.83,2.48,1,1,0,1,8.36,5.88
PRC-00961,USR-0121,north,price_sensitive,ios,treatment,1,1,1,3.14,28.61,4.09,2.79,1,0,0,0,5.15,5.15
PRC-00962,USR-0122,south,casual,android,treatment,1,0,2,3.2,31.8,4.6,2.7,1,0,0,0,5.72,5.72
PRC-00963,USR-0123,east,power_user,web,control,0,0,3,5.09,35.24,4.6,2.92,1,1,0,1,10.94,8.02
PRC-00964,USR-0124,west,price_sensitive,ios,treatment,0,0,4,5.58,37.14,3.75,3.18,1,0,0,0,6.69,6.69
PRC-00965,USR-0125,north,casual,android,treatment,0,0,5,5.7,39.71,4.27,3.35,1,1,0,1,11.42,8.07
PRC-00966,USR-0126,south,power_user,web,treatment,0,0,1,6.76,44.06,4.74,2.99,1,1,0,1,12.67,9.68
PRC-00967,USR-0127,east,price_sensitive,ios,treatment,1,0,2,2.61,45.14,3.96,2.57,1,0,0,0,8.13,8.13
PRC-00968,USR-0128,west,casual,android,treatment,1,0,3,2.35,50.39,5.14,2.67,1,0,0,0,9.07,9.07
PRC-00969,USR-0129,north,power_user,web,treatment,0,1,4,4.2,20.51,4.42,3.12,1,1,0,1,8.11,4.99
PRC-00970,USR-0130,south,price_sensitive,ios,control,0,0,5,4.37,24.19,4.47,3.06,1,0,0,0,4.35,4.35
PRC-00971,USR-0131,east,casual,android,treatment,0,0,1,4.93,26.86,4.08,2.58,1,0,0,0,4.83,4.83
PRC-00972,USR-0132,west,power_user,web,control,0,0,2,6.31,29.62,4.87,3.04,1,1,0,1,10.2,7.16
PRC-00973,USR-0133,north,price_sensitive,ios,control,1,0,3,6.56,32.16,5.08,3.59,1,1,1,0,5.79,5.79
PRC-00974,USR-0134,south,casual,android,control,1,0,4,2.29,36.78,4.8,2.8,1,0,0,0,6.62,6.62
PRC-00975,USR-0135,east,power_user,web,treatment,0,0,5,2.44,38.88,4.1,2.64,1,1,0,1,11.1,8.46
PRC-00976,USR-0136,west,price_sensitive,ios,treatment,0,0,1,4.26,41.28,4.01,2.44,1,0,0,0,7.43,7.43
PRC-00977,USR-0137,north,casual,android,control,0,1,2,5.02,43.83,4.47,3.0,1,0,0,0,7.89,7.89
PRC-00978,USR-0138,south,power_user,web,control,0,0,3,5.78,46.59,4.72,3.07,1,1,0,1,13.11,10.04
PRC-00979,USR-0139,east,price_sensitive,ios,control,1,0,4,5.96,50.72,5.01,3.61,1,1,0,1,14.14,10.53
PRC-00980,USR-0140,west,casual,android,control,1,0,5,6.89,20.54,5.72,3.97,1,0,0,0,3.7,3.7
PRC-00981,USR-0141,north,power_user,web,control,0,0,1,1.67,23.62,3.98,1.87,1,1,0,1,8.23,6.36
PRC-00982,USR-0142,south,price_sensitive,ios,treatment,0,0,2,2.42,27.3,2.94,2.18,1,0,0,0,4.91,4.91
PRC-00983,USR-0143,east,casual,android,control,0,0,3,4.18,29.26,3.88,2.72,1,0,0,0,5.27,5.27
PRC-00984,USR-0144,west,power_user,web,treatment,0,0,4,4.22,32.93,4.28,2.88,1,0,0,0,5.93,5.93
PRC-00985,USR-0145,north,price_sensitive,ios,treatment,1,1,5,5.83,35.3,4.58,3.98,1,1,0,1,10.93,6.95
PRC-00986,USR-0146,south,casual,android,treatment,1,0,1,6.15,39.15,5.0,3.2,1,0,0,0,7.05,7.05
PRC-00987,USR-0147,east,power_user,web,treatment,0,0,2,6.98,40.99,4.99,3.19,1,1,0,1,12.37,9.18
PRC-00988,USR-0148,west,price_sensitive,ios,control,0,0,3,2.65,44.41,3.55,2.38,1,1,0,1,11.54,9.16
PRC-00989,USR-0149,north,casual,android,control,0,0,4,3.22,46.71,4.15,2.66,1,1,1,0,8.41,8.41
PRC-00990,USR-0150,south,power_user,web,control,0,0,5,3.94,48.67,4.51,2.97,1,0,0,0,8.76,8.76
PRC-00991,USR-0151,east,price_sensitive,ios,control,1,0,1,4.66,19.3,5.14,2.88,1,1,0,1,8.61,5.73
PRC-00992,USR-0152,west,casual,android,treatment,1,0,2,5.29,23.98,4.9,3.16,1,1,0,1,9.22,6.06
PRC-00993,USR-0153,north,power_user,web,treatment,0,1,3,6.04,27.72,4.87,3.38,1,1,1,0,4.99,4.99
PRC-00994,USR-0154,south,price_sensitive,ios,treatment,0,0,4,6.44,27.85,4.33,3.37,1,0,0,0,5.01,5.01
PRC-00995,USR-0155,east,casual,android,control,0,0,5,2.55,32.97,3.58,2.66,1,1,0,1,9.51,6.85
PRC-00996,USR-0156,west,power_user,web,control,0,0,1,3.08,34.0,3.97,2.18,1,0,0,0,6.12,6.12
PRC-00997,USR-0157,north,price_sensitive,ios,control,1,0,2,3.26,38.85,4.38,2.72,1,1,0,1,11.37,8.65
PRC-00998,USR-0158,south,casual,android,treatment,1,0,3,4.1,40.9,5.16,3.05,1,0,0,0,7.36,7.36
PRC-00999,USR-0159,east,power_user,web,control,0,0,4,5.66,43.94,4.21,3.2,1,0,0,0,7.91,7.91
PRC-01000,USR-0160,west,price_sensitive,ios,control,0,0,5,6.68,47.94,4.8,3.57,1,1,0,1,13.43,9.86
PRC-01001,USR-0161,north,casual,android,treatment,0,1,1,7.3,48.48,4.92,3.36,1,0,0,0,8.73,8.73
PRC-01002,USR-0162,south,power_user,web,treatment,0,0,2,1.64,20.17,3.31,2.01,1,1,0,1,6.94,4.93
PRC-01003,USR-0163,east,price_sensitive,ios,treatment,1,0,3,3.41,23.44,3.74,2.9,1,1,0,1,7.96,5.06
PRC-01004,USR-0164,west,casual,android,treatment,1,0,4,3.12,27.52,4.89,2.99,1,1,0,1,9.84,6.85
PRC-01005,USR-0165,north,power_user,web,control,0,0,5,4.96,29.98,4.26,3.19,1,0,0,0,5.4,5.4
PRC-01006,USR-0166,south,price_sensitive,ios,treatment,0,0,1,4.95,33.02,3.91,2.59,1,1,0,1,9.85,7.26
PRC-01007,USR-0167,east,casual,android,treatment,0,0,2,5.55,35.64,4.05,2.87,1,1,0,1,10.47,7.6
PRC-01008,USR-0168,west,power_user,web,treatment,0,0,3,6.72,39.14,4.1,3.28,1,1,0,1,11.15,7.87
PRC-01009,USR-0169,north,price_sensitive,ios,treatment,1,1,4,1.93,39.63,4.12,2.97,1,0,0,0,7.13,7.13
PRC-01010,USR-0170,south,casual,android,control,1,0,5,3.09,44.9,4.44,3.13,1,1,0,1,12.52,9.39
PRC-01011,USR-0171,east,power_user,web,treatment,0,0,1,3.67,48.49,3.71,2.31,1,0,0,0,8.73,8.73
PRC-01012,USR-0172,west,price_sensitive,ios,control,0,0,2,4.24,50.26,4.14,2.58,1,1,0,1,13.19,10.61
PRC-01013,USR-0173,north,casual,android,treatment,0,0,3,5.59,19.15,4.73,3.03,1,1,0,1,8.18,5.15
PRC-01014,USR-0174,south,power_user,web,control,0,0,4,6.57,22.31,4.82,3.4,1,1,0,1,8.84,5.44
PRC-01015,USR-0175,east,price_sensitive,ios,control,1,0,5,6.69,27.17,5.55,3.92,1,1,0,1,10.44,6.52
PRC-01016,USR-0176,west,casual,android,treatment,1,0,1,1.95,30.74,4.44,2.28,1,1,0,1,9.97,7.69
PRC-01017,USR-0177,north,power_user,web,treatment,0,1,2,3.41,31.11,3.91,2.65,1,1,0,1,9.51,6.86
PRC-01018,USR-0178,south,price_sensitive,ios,treatment,0,0,3,4.27,35.71,3.39,2.74,1,1,0,1,9.82,7.08
PRC-01019,USR-0179,east,casual,android,control,0,0,4,4.92,36.88,4.29,3.03,1,1,0,1,10.93,7.9
PRC-01020,USR-0180,west,power_user,web,treatment,0,0,5,5.65,41.41,4.48,3.34,1,1,0,1,11.93,8.59
PRC-01021,USR-0181,north,price_sensitive,ios,treatment,1,0,1,5.6,45.19,4.87,3.08,1,1,0,1,13.0,9.92
PRC-01022,USR-0182,south,casual,android,treatment,1,0,2,6.64,48.03,5.74,3.46,1,0,0,0,8.65,8.65
PRC-01023,USR-0183,east,power_user,web,control,0,0,3,2.2,49.15,4.19,2.28,1,1,0,1,13.04,10.76
PRC-01024,USR-0184,west,price_sensitive,ios,treatment,0,0,4,3.48,19.02,3.1,2.72,1,1,0,1,6.52,3.8
PRC-01025,USR-0185,north,casual,android,control,0,1,5,3.68,23.76,4.37,3.16,1,0,0,0,4.28,4.28
PRC-01026,USR-0186,south,power_user,web,control,0,0,1,4.57,25.64,3.82,2.51,1,0,0,0,4.62,4.62
PRC-01027,USR-0187,east,price_sensitive,ios,treatment,1,0,2,5.05,28.16,4.58,3.11,1,1,0,1,9.65,6.54
PRC-01028,USR-0188,west,casual,android,control,1,0,3,6.53,33.06,5.49,3.59,1,1,0,1,11.44,7.85
PRC-01029,USR-0189,north,power_user,web,treatment,0,0,4,6.79,36.56,4.82,3.44,1,1,0,1,11.4,7.96
PRC-01030,USR-0190,south,price_sensitive,ios,treatment,0,0,5,1.58,39.41,3.53,2.45,1,1,1,0,7.09,7.09
PRC-01031,USR-0191,east,casual,android,control,0,0,1,3.44,40.24,4.1,2.26,1,0,0,0,7.24,7.24
PRC-01032,USR-0192,west,power_user,web,treatment,0,0,2,4.16,42.48,4.3,2.57,1,1,0,1,11.95,9.38
PRC-01033,USR-0193,north,price_sensitive,ios,treatment,1,1,3,4.03,48.21,4.14,3.29,1,0,0,0,8.68,8.68
PRC-01034,USR-0194,south,casual,android,control,1,0,4,5.37,48.61,4.67,3.48,1,0,0,0,8.75,8.75
PRC-01035,USR-0195,east,power_user,web,control,0,0,5,5.79,22.43,4.13,3.37,1,1,0,1,8.17,4.8
PRC-01036,USR-0196,west,price_sensitive,ios,treatment,0,0,1,6.55,25.26,4.29,2.94,1,1,0,1,8.84,5.9
PRC-01037,USR-0197,north,casual,android,control,0,0,2,1.83,27.18,3.38,2.05,1,1,0,1,8.27,6.22
PRC-01038,USR-0198,south,power_user,web,treatment,0,0,3,3.15,28.13,4.07,2.49,1,1,0,1,9.13,6.64
PRC-01039,USR-0199,east,price_sensitive,ios,treatment,1,0,4,4.23,33.4,4.58,3.23,1,0,0,0,6.01,6.01
PRC-01040,USR-0200,west,casual,android,control,1,0,5,4.45,36.62,4.51,3.43,1,0,0,0,6.59,6.59
PRC-01041,USR-0201,north,power_user,web,control,0,1,1,4.83,39.75,4.11,2.81,1,0,0,0,7.15,7.15
PRC-01042,USR-0202,south,price_sensitive,ios,control,0,0,2,6.12,42.36,4.66,3.0,1,1,0,1,12.28,9.28
PRC-01043,USR-0203,east,casual,android,treatment,0,0,3,6.72,42.66,4.5,3.28,1,0,0,0,7.68,7.68
PRC-01044,USR-0204,west,power_user,web,control,0,0,4,2.55,45.32,3.66,2.51,1,0,0,0,8.16,8.16
PRC-01045,USR-0205,north,price_sensitive,ios,treatment,1,0,5,2.71,49.44,4.16,3.05,1,1,0,1,13.06,10.01
PRC-01046,USR-0206,south,casual,android,treatment,1,0,1,3.63,21.95,4.82,2.65,1,1,0,1,8.77,6.12
PRC-01047,USR-0207,east,power_user,web,control,0,0,2,4.48,22.81,4.67,2.64,1,0,0,0,4.11,4.11
PRC-01048,USR-0208,west,price_sensitive,ios,control,0,0,3,5.25,26.04,4.08,2.96,1,0,0,0,4.69,4.69
PRC-01049,USR-0209,north,casual,android,treatment,0,1,4,6.67,28.7,4.85,3.67,1,0,0,0,5.17,5.17
PRC-01050,USR-0210,south,power_user,web,treatment,0,0,5,6.59,31.14,4.11,3.55,1,1,0,1,9.72,6.17
PRC-01051,USR-0211,east,price_sensitive,ios,control,1,0,1,2.17,34.15,4.06,2.33,1,1,0,1,10.21,7.88
PRC-01052,USR-0212,west,casual,android,control,1,0,2,2.5,38.29,4.36,2.55,1,0,0,0,6.89,6.89
PRC-01053,USR-0213,north,power_user,web,control,0,0,3,3.27,41.05,3.99,2.52,1,1,1,0,7.39,7.39
PRC-01054,USR-0214,south,price_sensitive,ios,treatment,0,0,4,4.3,45.61,3.85,2.9,1,1,0,1,12.06,9.16
PRC-01055,USR-0215,east,casual,android,treatment,0,0,5,5.39,48.53,3.99,3.29,1,1,0,1,12.73,9.44
PRC-01056,USR-0216,west,power_user,web,control,0,0,1,6.38,50.41,4.95,2.9,1,1,0,1,14.02,11.12
PRC-01057,USR-0217,north,price_sensitive,ios,control,1,1,2,7.31,20.41,5.36,3.86,1,1,1,0,3.67,3.67
PRC-01058,USR-0218,south,casual,android,treatment,1,0,3,1.77,23.94,5.05,2.54,1,1,1,0,4.31,4.31
PRC-01059,USR-0219,east,power_user,web,treatment,0,0,4,3.11,26.36,3.53,2.63,1,1,0,1,8.27,5.64
PRC-01060,USR-0220,west,price_sensitive,ios,control,0,0,5,4.23,29.82,4.57,3.03,1,1,0,1,9.94,6.91
PRC-01061,USR-0221,north,casual,android,treatment,0,0,1,4.35,31.89,3.93,2.46,1,1,0,1,9.67,7.21
PRC-01062,USR-0222,south,power_user,web,treatment,0,0,2,5.57,33.81,4.29,2.88,1,0,0,0,6.09,6.09
PRC-01063,USR-0223,east,price_sensitive,ios,treatment,1,0,3,6.47,37.41,5.13,3.57,1,1,0,1,11.86,8.29
PRC-01064,USR-0224,west,casual,android,control,1,0,4,6.4,41.36,4.98,3.71,1,1,0,1,12.42,8.71
PRC-01065,USR-0225,north,power_user,web,treatment,0,1,5,2.65,42.43,4.05,2.93,1,1,0,1,11.69,8.76
PRC-01066,USR-0226,south,price_sensitive,ios,treatment,0,0,1,2.97,46.55,3.61,2.15,1,0,0,0,8.38,8.38
PRC-01067,USR-0227,east,casual,android,control,0,0,2,3.56,48.65,4.13,2.43,1,1,0,1,12.89,10.46
PRC-01068,USR-0228,west,power_user,web,treatment,0,0,3,4.57,20.06,4.13,2.81,1,1,1,0,3.61,3.61
PRC-01069,USR-0229,north,price_sensitive,ios,control,1,0,4,5.7,25.25,5.09,3.55,1,0,0,0,4.54,4.54
PRC-01070,USR-0230,south,casual,android,treatment,1,0,5,6.09,26.26,5.61,3.79,1,1,0,1,10.34,6.55
PRC-01071,USR-0231,east,power_user,web,control,0,0,1,6.38,31.18,4.81,2.9,1,1,0,1,10.42,7.52
PRC-01072,USR-0232,west,price_sensitive,ios,treatment,0,0,2,2.07,32.8,3.44,2.11,1,1,0,1,9.34,7.23
PRC-01073,USR-0233,north,casual,android,treatment,0,1,3,2.5,36.46,3.39,2.6,1,1,0,1,9.95,7.35
PRC-01074,USR-0234,south,power_user,web,control,0,0,4,3.43,36.97,3.98,2.7,1,0,0,0,6.65,6.65
PRC-01075,USR-0235,east,price_sensitive,ios,control,1,0,5,4.54,40.31,5.3,3.45,1,0,0,0,7.26,7.26
PRC-01076,USR-0236,west,casual,android,treatment,1,0,1,4.81,42.84,5.43,2.91,1,0,0,0,7.71,7.71
PRC-01077,USR-0237,north,power_user,web,treatment,0,0,2,6.32,47.99,4.3,3.04,1,0,0,0,8.64,8.64
PRC-01078,USR-0238,south,price_sensitive,ios,treatment,0,0,3,7.0,48.34,4.44,3.34,1,1,0,1,13.14,9.8
PRC-01079,USR-0239,east,casual,android,control,0,0,4,1.91,20.7,4.15,2.37,1,1,0,1,7.88,5.51
PRC-01080,USR-0240,west,power_user,web,control,0,0,5,3.38,22.56,4.15,2.84,1,0,0,0,4.06,4.06
PRC-01081,USR-0241,north,price_sensitive,ios,treatment,1,1,1,3.76,26.66,4.45,2.93,1,1,0,1,9.25,6.32
PRC-01082,USR-0242,south,casual,android,control,1,0,2,5.01,30.57,4.97,3.1,1,1,0,1,10.47,7.37
PRC-01083,USR-0243,east,power_user,web,treatment,0,0,3,5.42,33.71,4.55,2.99,1,1,0,1,10.62,7.63
PRC-01084,USR-0244,west,price_sensitive,ios,control,0,0,4,5.77,36.35,4.8,3.22,1,1,0,1,11.34,8.12
PRC-01085,USR-0245,north,casual,android,control,0,0,5,6.39,36.86,4.76,3.51,1,0,0,0,6.63,6.63
PRC-01086,USR-0246,south,power_user,web,control,0,0,1,2.41,42.01,3.46,2.03,1,1,0,1,11.02,8.99
PRC-01087,USR-0247,east,price_sensitive,ios,treatment,1,0,2,2.44,42.41,3.76,2.54,1,1,0,1,11.39,8.85
PRC-01088,USR-0248,west,casual,android,treatment,1,0,3,4.2,47.84,4.83,3.07,1,0,0,0,8.61,8.61
PRC-01089,USR-0249,north,power_user,web,control,0,1,4,4.01,49.23,4.47,3.08,1,0,0,0,8.86,8.86
PRC-01090,USR-0250,south,price_sensitive,ios,treatment,0,0,5,4.89,20.22,3.77,3.18,1,0,0,0,3.64,3.64
PRC-01091,USR-0251,east,casual,android,control,0,0,1,5.62,23.9,4.52,2.74,1,1,0,1,8.82,6.08
PRC-01092,USR-0252,west,power_user,web,control,0,0,2,7.38,25.79,4.8,3.27,1,0,0,0,4.64,4.64
PRC-01093,USR-0253,north,price_sensitive,ios,control,1,0,3,2.11,28.45,4.66,2.61,1,1,0,1,9.78,7.17
PRC-01094,USR-0254,south,casual,android,control,1,0,4,2.52,33.95,4.41,2.85,1,1,0,1,10.52,7.67
PRC-01095,USR-0255,east,power_user,web,control,0,0,5,4.28,33.89,3.87,3.04,1,1,0,1,9.97,6.93
PRC-01096,USR-0256,west,price_sensitive,ios,treatment,0,0,1,4.57,38.87,3.3,2.51,1,1,0,1,10.3,7.79
PRC-01097,USR-0257,north,casual,android,control,0,1,2,5.07,41.4,4.78,3.02,1,1,0,1,12.23,9.21
PRC-01098,USR-0258,south,power_user,web,control,0,0,3,5.73,45.19,4.08,3.06,1,0,0,0,8.13,8.13
